"Title","Year","Country"
"Flight cancellations due to bad weather in Hong Kong and insurance for it","2018","-1"
"Travelling with small fold up wheelchair","2018","-1"
"Travelling to Yerevan from Delhi through flydubai","2018","-1"
"What are passport ""endorsements"" and ""limitations"", and how do they differ?","2018","-1"
"How to tell if an apartment listing is legit and booking is valid?","2018","-1"
"Marriage Visitor visa for UK if illegal immigrant","2018","-1"
"Iceland in high season: What to prebook?","2018","Iceland"
"Withdrawing from US local Bank in Africa","2018","-1"
"What if I skip the last leg on a transit on a return flight (with a companion, but no bags)?","2018","-1"
"Do we require a transit visa to connect through Abu Dhabi, UAE?","2018","-1"
"Could a VWP overstay due to a pending asylum application result in being denied entry to the US?","2018","-1"
"Old paper Canadian currency","2018","-1"
"How do I figure out which platform a SEPTA regional rail arrives at for a particular station?","2018","-1"
"foreigner reentering US after overstaying the visa","2018","-1"
"Biking from Whitehorse to Vancouver","2018","-1"
"How does US preclearance work in Dublin?","2018","-1"
"Norway Schengen visa processing time","2018","Norway"
"How to travel between Macau Peninsula and Taipa?","2018","-1"
"Apply for a Korean visa in Jeju Island","2018","-1"
"Is it legal to book 2 different flights; 1 earlier & 1 later?","2018","-1"
"When staying in a US hotel, should I tip the housekeeping?","2018","-1"
"Can GBP be directly used in Austria","2018","Austria"
"Requirement of UK transit visa","2018","-1"
"What would be my concourse and gate number for departure?","2018","-1"
"Vancouver Amtrak to US from Canada","2018","Canada"
"How do I use my two passports when my surname is not the same in them?","2018","-1"
"Rechecking checked in baggage when there's a stopover in the USA","2018","-1"
"Biking on via Appia Antica","2018","-1"
"Gambian in Italy wants to visit UK","2018","Italy"
"Do I need to apply for a UK visa?","2018","-1"
"Sticking to the declared itinerary for exiting Schengen area","2018","-1"
"Do I need a visa to transit via Shanghai for a Tokyo side trip?","2018","-1"
"Flights with two different airlines, how does online check-in work?","2018","-1"
"I am an Indian citizen staying in Jamaica, how can I get a US tourist visa from Jamaica","2018","Jamaica"
"US Citizen flying to a country, but via another country as a stop en ruote: do we need extra time?","2018","-1"
"Get a boarding pass for a different flight while being in transit at Hong Kong airport","2018","-1"
"Is there a search machine that can search for flights A->C and B->C","2018","-1"
"Can 2009 US 100-dollar notes still be used anywhere in the world?","2018","-1"
"What is required to get a French tourist visa from within Saudi Arabia?","2018","Saudi Arabia"
"Checking baggage to a non-destination airport","2018","-1"
"Can a US permanent resident re-enter the US with an expired Peruvian passport?","2018","Peru"
"Short-term mobile plans for Japan with voice calling","2018","Japan"
"Traveling to Ecuador with a layover in Panama. Do I need Yellow Fever vaccine?","2018","Panama"
"Where in Beijing can I get a Yellow Fever vaccine and certificate?","2018","-1"
"My Visitor Visa for Canada is stuck at ""is being processed at the Visa Office"" for over a month now. What can I do?","2018","Canada"
"Indian National, Living in New Zealand looking to go to Europe","2018","New Zealand"
"Will I be able to re enter canada even though I was there 2 months ago on a visa (IEC)?","2018","Canada"
"Do I need a transit visa for Saudi Arabia?","2018","Saudi Arabia"
"How can I pay a fine I was charged with in Italy while I am now in Budapest?","2018","Italy"
"Schengen visa through Swiss consulate in San Francisco","2018","-1"
"Moscow and St. Petersburg weather during summer","2018","-1"
"UK Working Visa","2018","-1"
"Do I have too short a layover for customs in Toronto?","2018","-1"
"Indian custom: Gifting sweets when returning from travel","2018","India"
"Where to ask Pegasus for a free earlier connection: transfer desk or gate?","2018","-1"
"Does a Vietnamese with a US F-1 student visa need a visa to travel to Korea?","2018","Vietnam"
"In practice, is travelling from Philadelphia to JFK by rail for a flight connection as easy as doing the same by air?","2018","-1"
"Cross-Sound Ferry (Orient Point NY > New London CT) Fullness","2018","-1"
"Travelling from Poland to England and customs check in Germany","2018","Poland"
"Will having fingerprints on record in Italy be an issue when getting a Polish visa?","2018","Italy"
"Connecting Flights","2018","-1"
"What do I need to know in preparing to rent a car for an international road trip in the EU [Prague->Munich->Innsbruck->Vienna->Budapest->Prague]","2018","-1"
"Cheapest way stay/travel in UK from India","2018","India"
"Should I pre-book train tickets in Switzerland with the Swiss travel pass?","2018","Switzerland"
"Does the US Consulate know visa overstays?","2018","-1"
"Do I need to ask for a correction if I received a multiple-entry Schengen visa instead of a single-entry one?","2018","-1"
"Which are the quietest seats the Boeing 737 and Airbus A320?","2018","-1"
"Can I enter Romania with an unused short visit Cypriot Visa?","2018","Romania"
"My girlfriend wants $1500 to prove she can look after herself when she arrives in Australia","2018","Australia"
"Can I enter the UK the night before my visa start date?","2018","-1"
"Why are flights from some countries much cheaper than others?","2018","-1"
"What visa is needed for Indian child of a Filipina mother to visit the Philippines?","2018","Philippines"
"Pakistani tourist visa requirements for Venice","2018","Pakistan"
"Transit time in Schengen country (Amsterdam)","2018","-1"
"What can I (US citizen) do to help friend (Ukraine citizen) obtain a United States B-2 visitor visa?","2018","United States"
"Luggage type for short, frequent business trips","2018","-1"
"Multiple-entry Schengen visa for multiple short trips for Indian student in the UK (Tier 4)","2018","India"
"EU Air Passenger Rights for connecting flight","2018","-1"
"Can you get a Philippines visa extended before having your passport stamped?","2018","Philippines"
"Am I paying for the whole journey or per connection?","2018","-1"
"Supporting document for Tukish E-Visa","2018","-1"
"Identifying Train/carriage/seats on Austrian Rail","2018","Austria"
"Where can I find data related to historical flight departure and arrival on free","2018","-1"
"Which Countries accept Stateless Person Certificate as travelling document for Visa","2018","-1"
"Rented car in Switzerland: fuel and gas station","2018","Switzerland"
"Is there a good way to identify worthwhile scenic routes while driving around the USA?","2018","-1"
"Is there a place I can take a shower in or near Austin-Bergstrom International Airport?","2018","-1"
"Difficult situation with german student visa","2018","-1"
"How does 90/180 rule work while holding a Schengen residence?","2018","-1"
"When travelling with a minor, is the US consent form ok to use in India and Singapore also?","2018","Singapore"
"After two UK visa refusals, can I apply again?","2018","-1"
"Transit visa for London and Frankfurt","2018","-1"
"Saudi Arabia resident seeking a US visa","2018","Saudi Arabia"
"90/180 rule while holding a work permit from norway","2018","Norway"
"Can I travel on recently issued visa on my cancelled unexpired passport, where I also have new passport?","2018","-1"
"travelling before Visa Extension to home country","2018","-1"
"Schengen visa denied by Slovenia despite being the main destination","2018","Slovenia"
"Do I have to disclose my dual citizenship when applying for a US visa?","2018","-1"
"Can I travel back into the US with a foreign passport and a Certificate of Naturalization?","2018","-1"
"Russian citizen and Green card holder","2018","Russia"
"Will my aircraft have single or double prong headphone connection?","2018","-1"
"Incheon airport, ways to get wifi in south Korea for a few days","2018","South Korea"
"Change citizenship while in L1b visa","2018","-1"
"Where and why are there metric road signs in Arizona?","2018","-1"
"transit visa required or not in Italy","2018","Italy"
"Can I apply for a US visit visa from Singapore while my immigration visa form i-130 is still pending?","2018","Singapore"
"Lost Schengen visa. Is it possible to travel within the Schengen area with police documents and the receipt of Permesso di soggiorno from Italy?","2018","Italy"
"Which wall is this?","2018","-1"
"Visiting cousin in Belgium(who have Belgium passport)","2018","Belgium"
"Using Fan-ID for tourism in Russia without going to the matches","2018","Russia"
"Enquiry for Visa UK","2018","-1"
"Can you authorize someone to accompany your children from US to another country?","2018","-1"
"Are there new policies regarding entering US with a refugee travel document?","2018","-1"
"Required information for UK visa form","2018","-1"
"Overstayed VWP, what to do?","2018","-1"
"Does every tourist need a sponsor?","2018","-1"
"How does an airline/ground handling company send a notification to Russian authorities?","2018","Russia"
"Indian passport and Canadian resident schengen visa","2018","India"
"Clarification of 90/180 rule","2018","-1"
"Travel query from USA to India","2018","India"
"Travelling to UK and back to visit sister in transit-area","2018","-1"
"What lounge and shower options are there at Dubai Airport?","2018","-1"
"How widely is Apple Pay supported in Japan?","2018","Japan"
"Third time visa refusal","2018","-1"
"What kind of converter do I need?","2018","-1"
"Connecting between international flights at Miami (MIA) and Fort Lauderdale (FLL)","2018","-1"
"Georgia visa for Pakistani national who are living in oman","2018","Pakistan"
"My Schengen visa will expire soon - how soon is a new one required?","2018","-1"
"Can I fly into a country and leave on the same plane?","2018","-1"
"If I have a British seamans book, do I still need a British transit visa to join my ship?","2018","-1"
"Thai girlfriend first visitor visa refused due to bad advice","2018","-1"
"Staying/extending 90 days more if leaving inbetween Schengen expiry date of 90 days","2018","-1"
"Can a UK Standard Visitor travel without the main applicant","2018","-1"
"Travelling to two Schengen countries within a month","2018","-1"
"Is it possible to walk along the coast from Barcelona to Gibraltar?","2018","Gibraltar"
"Selected wrong travel document type during Wizzair online check-in by mistake. Is this a problem?","2018","-1"
"In Germany, can you take a non-stop train if you have tickets for individual stations on a train that stops?","2018","Germany"
"Security at airport","2018","-1"
"Transit in Munich Airport Terminal 2","2018","-1"
"My legal name is Mohamed. Should I be worried about getting denied entry to the US?","2018","-1"
"Öresundståg and the ID / border controls","2018","-1"
"How to know ahead of time if food will be served during a flight?","2018","-1"
"Traveling to Ireland through London Heathrow: Is UK transit visa needed?","2018","Ireland"
"Is it possible to go through the Ryanair visa check ahead of time?","2018","-1"
"How is the price of a rural ticket calculated?","2018","-1"
"Visa to UK from France to non citizen","2018","France"
"UK travel insurance for Indian green card holder with pre-existing medical conditions","2018","India"
"Do EU passenger rights of up to 600€ apply for non-EU carriers flying into the EU?","2018","-1"
"Refund airline ticket to different credit card","2018","-1"
"Can I travel to Cyprus with German temporary residence permit?","2018","Cyprus"
"Am I allowed to strap a tent to my airport checked luggage?","2018","-1"
"What is the immigration process when leaving the Philippines?","2018","Philippines"
"Where to get travel advisories for Taiwan?","2018","Taiwan"
"Onward travel details for Schengen visa through Austria","2018","Austria"
"Can I still travel on my visa?","2018","-1"
"Can the police in Northern Cyprus take my passport away from me, an American citizen?","2018","Cyprus"
"How can I find restaurants in the USA where tipping is not expected?","2018","-1"
"Language visa - tourist schengen visa combination","2018","-1"
"Do I need a transit visa in Dublin with change of terminals (Indian Citizen with US Visa)?","2018","India"
"Handling cash conversions for a short trip to Israel, Jordan and Egypt from India","2018","Jordan"
"What are these London appetizers?","2018","-1"
"US PR Driving to Toronto and Flying to Europe","2018","-1"
"How much time do I need at Copenhagen airport?","2018","-1"
"Do U.S. RV parks have high-speed internet facilities?","2018","-1"
"Do I need I94 for re-entry to US by Car if I have travelled by air before with valid e-I94?","2018","-1"
"Duration of Schengen visa (French) that will be issued if I ask for Multiple entry?","2018","-1"
"Visa might be late - What do I do?","2018","-1"
"Can travel agents ""reissue"" tickets?","2018","-1"
"What is the bar code on a Ryanair online ticket?","2018","-1"
"Short training in London - which visa should I apply for?","2018","-1"
"What are my food supply options sailing the Cyclades?","2018","-1"
"What is this design/advert featuring cupcakes on French railway trying to say?","2018","-1"
"Schengen visa for Indian passport holder in Saudi Arabia","2018","Saudi Arabia"
"What documents does my Brazilian girlfriend need when visiting Germany via Madrid?","2018","Germany"
"Moving to Republic of Ireland with a UK re-entry ban","2018","Ireland"
"Is it legal for a male airport security guard to ask you to lift up your blouse and swab your bare stomach?","2018","-1"
"What documents should I include in UK visitor visa application?","2018","-1"
"Safety in Tokyo and Ueda","2018","-1"
"Getting Schengen Visa after the expiration","2018","-1"
"What makes a highway different from other roads?","2018","-1"
"Self-catering in Scandinavia","2018","-1"
"Is there a TGV train from Charles de Gaulle Airport direct to Rochefort?","2018","-1"
"Travelling back from Japan to EU","2018","Japan"
"Long Layover (20h) in Reykjavik (Iceland), visit city?","2018","Iceland"
"Toll roads in Switzerland","2018","Switzerland"
"How can I help Japanese speakers using my hard-to-pronounce name?","2018","Japan"
"Previous Schengen visa without interview, issued 5 years or 3 years ago?","2018","-1"
"Buses from Hong Kong airport to Tsim Sha Tsui","2018","-1"
"Which banks in mainland China (if any) don't charge ATM withdrawal fees","2018","China"
"Can I include both business and tourism in one Schengen application?","2018","-1"
"How can prove I'll leave at the end of my visit to Germany?","2018","Germany"
"Do Mexican nationals have to go through immigration and customs in Mexico?","2018","Mexico"
"Greece Transit, Airport Exit Visa","2018","Greece"
"What is this distinct ceramics style and where it is made?","2018","-1"
"Applying for schengen Visa with a new passport: old passport has US F1 visa without name change","2018","-1"
"Changing/postponing itineraries after visa issued?","2018","-1"
"Does a U.S. citizen need a transit visa to make a connecting flight in China?","2018","China"
"Where in Cyprus is this church located?","2018","Cyprus"
"Why do we have to prove that we will return to our home country to receive a visa?","2018","-1"
"Cancer Survivor Family Friend Visiting UK","2018","-1"
"How should I respond to question on India visa application form?","2018","India"
"What is this mountain next to the Semmering railway called?","2018","-1"
"Can I go Mexico as a tourist on a C1D visa?","2018","Mexico"
"What visa my Filipina wife need to travel with me to London ? (I'm Israeli and don't require a visa)","2018","Israel"
"Status of APC (automated passport control) kiosks in US airports?","2018","-1"
"Can I visit the US after I visit Iran as an Indian citizen?","2018","Iran"
"Which immigration line if my wife and kids are non US citizens?","2018","-1"
"UK visa expiry date and the date of leaving the UK","2018","-1"
"Can I travel to Malta without a visa?","2018","Malta"
"My UK visit visa has been refused twice. Can I re-apply as the refusal was unsatisfactory?","2018","-1"
"Passport with one of the empty pages torn at the corner","2018","-1"
"Are there eSIM-based cellular plans suitable for travel (mainly Europe and USA)?","2018","-1"
"What is the bar on a CBP automated passport control (APC) slip?","2018","-1"
"Am I allowed to work remotely for the company in my home country (The Netherlands) while studying in the US with an F-1 visa?","2018","Netherlands"
"One way traverse RV from US West to East Coast (or vice versa)","2018","-1"
"Travelling to USA and Mexico as a UK citizen","2018","Mexico"
"What can I do if I lose my Yellow Card?","2018","-1"
"Booking a specific train itinerary in Europe","2018","-1"
"What documents does a US citizen need to visit Mexico?","2018","Mexico"
"Track flight prices based on route, not specific dates, on Google Flights","2018","-1"
"Passport in gate-checked baggage","2018","-1"
"From Tai O to downtown Hong Kong by ferry","2018","-1"
"Italy AirBnb host asking for passport info and 2 off the books payment. Very skeptical","2018","Italy"
"Transit visa at Toronto Airport","2018","-1"
"Do I have to collect my checked luggage when transiting through Sao Paulo?","2018","-1"
"Does wearing imperial beard in the UK attract any ire of general public?","2018","-1"
"Can I stay in France more than the validity range of my Schengen visa given I'm not exceeding my duration limit?","2018","France"
"can I travel to France when I have a German aufenthaltstitel that is valid for three years","2018","France"
"Can I update my itinerary/travel dates during the interview (French Schengen visa in US)?","2018","-1"
"I am a US Green Card holder. Do I need a visa to travel to and from Canada?","2018","Canada"
"Confusion about required documents for a chilean work visa","2018","Chile"
"Enter USA on B1 to visit grad school","2018","-1"
"Can I enter Europe before my type D visa?","2018","-1"
"How to find the route map of a given airline?","2018","-1"
"If I lived in Canada (with EU passport) could I visit the US often?","2018","Canada"
"Street food spots in Hong Kong","2018","-1"
"How is it possible that an indirect flight is shorter than a direct one?","2018","-1"
"Does a flexible date car rental price matrix tool exist, a la Google Flights?","2018","-1"
"TSA-PreCheck not showing on Delta boarding pass","2018","-1"
"Schengen visa apply in UK","2018","-1"
"Saudi Arabia business visa with Wadi Araba border crossing stamp?","2018","Saudi Arabia"
"Flixbus timetable","2018","-1"
"Travel options from Spain to Gibraltar","2018","Spain"
"Can my father enter the UK as an EEA family member?","2018","-1"
"Schengen Visa: Is presenting at an academic conference classified as business?","2018","-1"
"Why does this Polish night train have two different numbers?","2018","-1"
"Visit Visa Application","2018","-1"
"Schengen visa refused as a security and health threat","2018","-1"
"Renting a car without driver's license in Spain","2018","Spain"
"Food in Indian train","2018","India"
"Can a Jamaican citizen travel to Jamaica from the US with an expired passport and a US green card?","2018","Jamaica"
"Data SIM card offers/prices in Buenos Aires","2018","-1"
"Flight search engine for weekend flights","2018","-1"
"Tier 5 - Visa Expired","2018","-1"
"Is stopover allowed with an offpeak train ticket in UK?","2018","-1"
"Can you change a Greyhound ticket so that only the last leg is a day later?","2018","-1"
"Is there a way to get an International Driver's Permit while outside of your home country?","2018","-1"
"Evidence of family members remaining in your home country whilst you travel for Standard visiting visa","2018","-1"
"First-time US passport applicant from abroad","2018","-1"
"Need visa for transit in Canada?","2018","Canada"
"Visiting US for business purpose, can trip expenses be reimbursed on US bank account?","2018","-1"
"When traveling by train in Finland what can I expect from these options?","2018","Finland"
"Documents to use to Increse chance of getting UK standard Visitor Visa","2018","-1"
"Family Visitor Visa - General query","2018","-1"
"Compensation in the EU after technical problem after take off","2018","-1"
"What differences in vehicle laws are there for crossing into Canada from the US with a travel trailer?","2018","Canada"
"is my visa gonna be checked at point B b4 c","2018","-1"
"Does 6-month-old 214(b) rejection have any impact on upcoming H-1B consulate interview?","2018","-1"
"Visa requirements to Croatia for Russian citizens","2018","Russia"
"Travel to Mexico for I-94 dates extension with a valid visa","2018","Mexico"
"Can I apply for an Australian visit visa within 7 days after getting refused once?","2018","Australia"
"Applying for an Indian business visa with a German passport from the USA","2018","India"
"How far can I go to Gatwick Airport with a zone 1-4 Oystercard?","2018","-1"
"My US visa was approved at the interview, then refused a few days later on the DS160 form status","2018","-1"
"Standard tourist visa bank statements for couples","2018","-1"
"Bike parking in Kyoto","2018","-1"
"B2 travel visa from Russia to the US","2018","Russia"
"Guinea Bissau national transiting in Morocco","2018","Morocco"
"Dubai to Lisbon: do I need a transit visa for Dubai?","2018","-1"
"Do I need to apply separate visa if my destination is France and my flight transit via Germany?","2018","Germany"
"Valid Tourist Visa for Business purpose","2018","-1"
"Is there any place I can ride an America’s Cup class hydrofoil catamaran (AC75 type?)","2018","-1"
"How far do I have to walk from London underground station to St Pancras international station?","2018","-1"
"Traveling to Serbia","2018","Serbia"
"Can I take unopened sealed tea bags to Mexico from the U.K.?","2018","Mexico"
"Booking a BUD-HEL Finnair flight using Avios","2018","-1"
"Procuring both F-1 and B-1 at the same time","2018","-1"
"What are my chances of getting a tourist visa to Sweden?","2018","Sweden"
"Working with J1 SSN on B1-B2 visa, questions about possible problems","2018","-1"
"Which airline do I check in with on codeshare flights?","2018","-1"
"Is there any relatively fast yet cheap way to reach the Bronx, NYC, from JFK?","2018","-1"
"Tourist visa to China - return ticket","2018","China"
"Length of stay in Schengen area","2018","-1"
"Do we need a transit visa?","2018","-1"
"Flying from Venice to New York via Amsterdam - 50 minutes transfer time","2018","-1"
"Russian citizen with Belgian residency permit enter UK for holiday with UK citizen partner. Visa?","2018","Russia"
"Do I need both a Croatian visa and a Schengen visa?","2018","Croatia"
"Renting camping equipment in Nambia","2018","-1"
"Do Canadian citizens need a U.S. visa if travelling to the U.S. from the United Kingdom?","2018","United Kingdom"
"Airport transit visa in MXP","2018","-1"
"Why isn't there a direct train from JFK to Manhattan?","2018","-1"
"How can an Indian citizen travel to Ecuador on arrival visa from India without needing a transit visa along the way?","2018","India"
"ETA Canada question about charges and offenses","2018","Canada"
"Will I be able to obtain a transit visa at terminal 3 of AUH if needed?","2018","-1"
"I’m omitting that I’m married to an American man in my fiancée visa application to the UK. Will this be a problem? Do they cross-reference databases?","2018","-1"
"How can I provide proof to a Visa Officer that I transferred funds from one account of mine to another?","2018","-1"
"Do I need a UK visa after being refused entry 10 years ago?","2018","-1"
"Can I do self guided backcountry tour in Monument Valley if I have a car like Outback?","2018","-1"
"Showers Dubai terminal 3","2018","-1"
"Got French Schengen visa but no ""VIS"" after giving fingerprints","2018","-1"
"Place on earth with the highest minimum temperature?","2018","-1"
"Destination airport switched, 7 days before arrival. Am I allowed compensation ? (EU)","2018","-1"
"Passport renewal and six-month rule","2018","-1"
"tier 2 intra company transfer visa still valid","2018","-1"
"Schengen visa validity","2018","-1"
"Is it safe for people of other ethnicities to visit Hungary?","2018","Hungary"
"Japanese tourist visa for Chinese national with UK permanent residence","2018","Japan"
"Is the ""laptop ban"" for flights from Turkey to the UK in force?","2018","Turkey"
"Do I have to pay import duties for electronics bought in duty free shop on my arrival to other country?","2018","-1"
"Am I eligible to VAT refund if I buy electronics at duty free stores (specifically Dubai)?","2018","-1"
"Is there a benefit for an American to act like a Canadian when traveling internationally?","2018","-1"
"How much transfer time do I need at Karlsruhe Hauptbahnhof?","2018","-1"
"Taking produce to Europe","2018","-1"
"German (Schengen) visa application from UK with UK visa valid less than 90 days","2018","-1"
"Can a person enter the EU if he is deported from the UK?","2018","-1"
"Where to meet a travel partner at the Hong Kong airport?","2018","-1"
"Turkish visa denied because agency misrepresented my case","2018","-1"
"Directs flights from Oman to Southern Iran","2018","Oman"
"Problems if i will visit another person different from my visa application?","2018","-1"
"UK visa 3 months before the travel date","2018","-1"
"Travelling from Toronto to India via Abu Dhabi with Etihad airways","2018","India"
"Is a double Schengen visa application necessary?","2018","-1"
"UK visit visa refusal due to misunderstanding","2018","-1"
"Does Japan charge an extra departure tax if you depart from a different airport than your arrival?","2018","Japan"
"Book a JAL flight, marketed by AA: mileage earnings on Alaska?","2018","-1"
"Is the Innsbruck to Prague sleeper train really direct?","2018","-1"
"Non-EU spouse of UK citizen Schengen visa requirements","2018","-1"
"Do I need visas to travel from Pakistan to Cayman Islands via UK or Canada?","2018","Pakistan"
"Setting an appointment for France visa: ""We are currently at full capacity. Please try again later.""","2018","France"
"Is smoking banned in Moscow cafes, restaurants and bars? Are there places where you can smoke?","2018","-1"
"Skånetrafiken and Öresundståg trains","2018","-1"
"Transfering between terminals at Tokyo Narita as an arriving international passenger","2018","-1"
"UK transit visa requirement","2018","-1"
"Indian passport holder with valid US F1 visa traveling to Canada by road with a pet dog","2018","India"
"Is Israel less safe right now (05/2018) tha the last year?","2018","Israel"
"Sharing and saving your trail as you travel","2018","-1"
"Is the french Télépéage system available for foreigners, and does it make sense to use it?","2018","-1"
"How do you make a customs declaration when your luggage has been delayed?","2018","-1"
"Sending a package to a post office in Japan from overseas","2018","Japan"
"What does Mexico consider to be a valid travel document to enter and use in Mexico?","2018","Mexico"
"My I-20 expired and I lost my Indian passport","2018","India"
"Should I buy a Eurail Pass? Help!","2018","-1"
"Global Entry U.S. mailing address","2018","-1"
"Overstayed in the Philippines for over 2 years but I want to stay here permanently","2018","Philippines"
"Can I apply for a Schengen visa in the USA as an Indian citizen with an H1-B extension in process?","2018","India"
"South Korea 30-day visa exemption","2018","South Korea"
"Can I get a UK long-term Standard Visitor visa for a duration longer than the expiry of my passport?","2018","-1"
"Can I transfer my UK visa after a change of citizenship?","2018","-1"
"Ferry from Khasab to Qeshm","2018","-1"
"Travel within Europe after tourist visa expires","2018","-1"
"Changing a passenger on a Lufthansa flight","2018","-1"
"Lost all my ID documents and money. How to fly home from Spain to Slovakia?","2018","Spain"
"Travel from Tokyo to Sendai with Shinkansen","2018","-1"
"Can you get an emergency US transit visa?","2018","-1"
"Eurocity Train Numbers","2018","-1"
"UK Visa Officer issued Visa sticker on the expired passport instead of the valid passport. Can I travel?","2018","-1"
"Uk visit family visa refused from france","2018","France"
"Leaving France after losing visa and entering on a new passport","2018","France"
"How often are French air protection zones (ZPA) in effect?","2018","-1"
"Traveling from US to Canada","2018","Canada"
"Can you visit the UK after being refused entry to Ireland?","2018","Ireland"
"Traveling to US to meet my fiancé","2018","-1"
"Texting someone who is out of the country?","2018","-1"
"Mapping web page or app that plots a route for n number of miles","2018","-1"
"Why doesn't the UK ask for travel bookings for a tourist visitor visa?","2018","-1"
"Airport security pre-1970s?","2018","-1"
"Visa with a criminal record","2018","-1"
"Is a Super Off Peak ThamesLink fare accepted on the London Overground?","2018","-1"
"Visa renewal interview question","2018","-1"
"UK visa for on site interview","2018","-1"
"Where can I find publicly accessible paternoster elevators?","2018","-1"
"Using a European (GSM) cell phone in the US","2018","-1"
"What to wear in Switzerland in July?","2018","Switzerland"
"Do I need a transit visa for Serbia?","2018","Serbia"
"Does my Polish work permit let me travel through the EU?","2018","-1"
"Two passports, one reported ""lost"". Can I still travel on it?","2018","-1"
"Applying for Turkey visa","2018","Turkey"
"Schengen visa for Spain for my parents","2018","Spain"
"Is your luggage automatically transferred to the next flight if you enter the US on a precleared flight?","2018","-1"
"Single entry from Greece to Paris","2018","Greece"
"Can I use UK Super Priority visa service and how long does it take?","2018","-1"
"Do I need a transit visa for a layover in Kochi (Cochin) airport?","2018","-1"
"Applying for UK visitor visa after 3 refusals. Does this case fall under complicated category requiring a lawyer?","2018","-1"
"UK visitor visa checklist","2018","-1"
"Travelling to Indonesia. Can I bring a vacuum cleaner?","2018","Indonesia"
"I have a valid US visa. Do I need a transit visa through Amsterdam?","2018","-1"
"10-kilo biryani rice in check-in baggage","2018","-1"
"Do I need to go through security again when transiting through Istanbul?","2018","-1"
"Is there a way to quickly transfer between terminals 2E and 2D at CDG?","2018","-1"
"Is my brand new Indian passport damaged due to a loose thread in the middle of the booklet?","2018","India"
"Flight delayed and immigration in BKK","2018","-1"
"What is the number format for this location in Israel?","2018","Israel"
"Welcome to Wales sign near Chester","2018","-1"
"Indian travelling from Belgrade to India Do I need transit visa at Rome for 2 hr 25 min lay over at Rome","2018","India"
"California Travel for five people","2018","-1"
"Where do I buy ground coffee around Kata beach, Thailand?","2018","Thailand"
"Can I visit the Schengen area as a spouse of an EU national in the UK?","2018","-1"
"Using tourist visa after student visa ends?","2018","-1"
"Transfer to train in Munich","2018","-1"
"France railway strike affecting my Barcelona to Paris journey. Alternatives?","2018","France"
"Can I leave the Schengen area and go back if I receive an employee card?","2018","-1"
"Overstayed in Ukraine","2018","Ukraine"
"Travel to India during the Nipah virus outbreak","2018","India"
"Online check in before the time allowed","2018","-1"
"Multiple-entry Schengen Visa – can I enter the second time into another country?","2018","-1"
"Is it possible to use UK/EU lanes as a Registered Traveller the first time you enter the UK after applying?","2018","-1"
"What should I pay for a 5-km songthaew trip in Koh Samui?","2018","-1"
"How much money do you have in savings (in GBP)?","2018","-1"
"""5 = 1€"" for souvenirs in Paris, why do they write the price this way?","2018","-1"
"Is it possible to pay for the bus at Skopje airport with euros or a credit card?","2018","-1"
"Husband's UK visa rejected after 10 years of successful applications, made one mistake applying for EEA permit just before this visit visa application","2018","-1"
"Do airlines show different seats to different customers during online check-in?","2018","-1"
"Hiking near Halifax (Nova Scotia, Canada); half a day of free time","2018","Canada"
"Do Europe's ATMs offer good US$ → € exchange rates?","2018","-1"
"London Explorer Pass - Waiting times","2018","-1"
"Can I have two Schengen visas at the same time?","2018","-1"
"Is it possible to get a UK visitor visa after 2 years?","2018","-1"
"Travel partners wishing to reserve seats together in advance when each are using different passes","2018","-1"
"Is a road trip from Kuwait to Bahrain by company vehicle possible? What is the procedure and paperworks?","2018","Kuwait"
"Question about my Type-C visa","2018","-1"
"Staying in Europe after Schengen visa expires","2018","-1"
"In which city are these buildings?","2018","-1"
"Entering the USA on the expiration date of the visa","2018","-1"
"South Korea tourist visa from Japan","2018","South Korea"
"Sydney to Tokyo Narita","2018","-1"
"Does the Schengen visa start from the date of the airplane ticket or the date of issue?","2018","-1"
"Is there a law against hotels denying guests to have visitors","2018","-1"
"Travelling to Pakistan with expired NICOP","2018","Pakistan"
"Travelling in London: Oyster card or Travelcard?","2018","-1"
"Can I bring flowers on plane from the EU to Japan?","2018","Japan"
"Should I apply again for a UK visa?","2018","-1"
"If your flight is inside the USA, will you be asked about your immigration status?","2018","-1"
"Do I need any equipment for charging US electronic devices in Israel?","2018","Israel"
"I'm travelling with Emirates to San Francisco. My bag size is 154cm including wheels. The limit is 150cm as per their website. Can this be a problem?","2018","-1"
"Non-EU citizen living in the UK, any requirement for UK visa validity to visit Bulgaria?","2018","Bulgaria"
"Transit visa in Bangkok","2018","-1"
"Jain food options in NYC (Wall Street)","2018","-1"
"Travel between Germany and Poland by train","2018","Poland"
"Does the GDPR entitle me to refuse to show my boarding pass at EU airport shops?","2018","-1"
"Can you put small electronics with a battery in checked luggage on EU flights?","2018","-1"
"UK Train ticket cancellation","2018","-1"
"What is the average speed of Lufthansa's onboard internet?","2018","-1"
"Can I exit China with a Z visa within 30 days without getting the residence permit?","2018","China"
"Do I need to update the ESTA?","2018","-1"
"Can I watch YouTube on a domestic flight from London to Glasgow?","2018","-1"
"Stansted Airport USB Charging Outlets","2018","-1"
"Do I need a visa to leave Zurich airport while in transit?","2018","-1"
"Do I need a second US visa waiver to re-enter after a short trip from the US to Canada?","2018","Canada"
"Accomodation for UK Visit Visa?","2018","-1"
